微博id,发布者,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JoKavaX9F,兮翰凯Y南颜宇,"转发理由:哈哈哈哈哈哈哈九郎和九熙这两个大宝贝吃的太香了吧熙熙可爱死了  
原始用户: 柠檬酸半xin
转发内容: #尚九熙德云斗笑社# 哥，你这鸡腿吃的太香了吧，咱要不考虑考虑，什么时候开了吃播吧#尚九熙[超话]# 柠檬酸半xin的微博视频  ",无,无,False,无,2020-10-11 22:44,OPPO超视野全面屏R15,0,0,0
JoKaphqBl,乔语_小Y,"转发理由:举一反三这个梗怕是过不去了//@给个乐听字幕组:#尚九熙[超话]##德云斗笑社# #尚九熙德云斗笑社# 来了！直播里能加个才艺不  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-11 22:43,HUAWEI nova 3,0,0,0
JoK9yEhU0,-我可是防弹的女人阿-,-我可是防弹的女人阿-:当尚褶褶没有褶的时候就是尚总了#尚九熙德云斗笑社# -我可是防弹的女人阿-的微博视频  ,无,无,True,无,2020-10-11 22:41,CC嚷嚷🥝iPhone X,131,6,15
JoK5UEvKB,不如瞎蹦达,不如瞎蹦达:#尚九熙#尚九熙啊，别去搭理那些脏东西啦，你只负责善良就好@尚九熙  原图 ,无,无,True,无,2020-10-11 22:32,Android,1,0,1
JoK42rmeW,猪轩轩,猪轩轩:#尚九熙[超话]##唯爱九熙，一路同行# 团综杀青！新生活Action!  原图 ,无,无,True,无,2020-10-11 22:28,尚九熙超话,48,0,17
JoK3dkegO,爆笑无下限,爆笑无下限:【#德云社##尚九熙# 何九华 秦霄贤】九熙住在老秦家，九华一时间不知该吃谁的醋 爆笑无下限的微博视频  ,无,无,True,无,2020-10-11 22:26,微博网页,33,1,1
JoJWAA4gq,随遇而安_0404,"转发理由:好绝#尚九熙德云断头台#   
原始用户: 九制枉凝眉
转发内容: #尚九熙[超话]# [米奇比心]#尚九熙德云断头台#          喜乐有分享                 共度日月长  [组图共6张] 原图 ",无,无,False,无,2020-10-11 22:09,iPhone客户端,1,0,0
JoJWsn4z6,小李不是肥宅,小李不是肥宅:#尚九熙[超话]# 明天八点半放学 赶不上直播了在这里恳求直播的时候大家 多跟九熙互动不要刷无关的信息 多刷一些正能量（仅针对这几天发生的事情）让他唱唱歌 跟他聊聊天 让他多添些衣服  问问什么时候出新品千万不要提这几天的事情！他的心思真的很脆弱啊 [泪]太害怕了我 怕他受委屈 自己私下看看就好了 不要在直播的时候啊！！！千万记住 ！！不要问 不要猜 看他做 听他说咱们支持他就好了 不要给他添堵相信你们 原图 ,无,无,True,无,2020-10-11 22:09,尚九熙超话,15,0,2
JoJUXwC8p,十叁画Xi,"转发理由:#尚九熙德云斗笑社# 宝贝早点睡觉一定很累  
原始用户: 给乐儿听_溜儿
转发内容: #尚九熙[超话]# 201011 德云红事会远远的看您一眼，就安心。去年11.10，今年1.14，09.11，10.04，也是类似心情。两年了，越来越无所谓有没有相机。您受累了！您辛苦了。我知道，所以我来了。至于他知不知道，无所谓，我自己看上一眼，就踏实 给乐儿听_溜儿的微博视频  ",无,无,False,无,2020-10-11 22:05,荣耀30 5G,0,0,0
JoJSwff13,奶茶专业研究毕业生,奶茶专业研究毕业生:#尚九熙[超话]# #尚九熙德云斗笑社# 希望今天所学的知识能在脑海里压住你，不想背书，只想想你头也不回的往前走吧，我会继续努力！与你相遇  原图 ,无,无,True,无,2020-10-11 21:59,尚九熙超话,11,0,3
JoJRSoY5R,蓝莓可可要加冰,蓝莓可可要加冰:#德云社尚九熙壁纸图频[超话]#秋天结束之前见一面吧 all🈲️ 天津  显示地图 原图 ,无,无,True,#德云社尚九熙壁纸图频[超话]#,2020-10-11 21:58,德云社尚九熙壁纸图频超话,0,0,0
JoJRAkapx,奶茶neinei,"转发理由:转发微博  
原始用户: 爆笑无下限
转发内容: 【#德云斗笑社##秦霄贤# 尚九熙 周九良】德云男团体验过山车，九熙直接腿软，九良精神涣散，老秦绝了 爆笑无下限的微博视频  ",无,无,False,无,2020-10-11 21:57,iPhone客户端,0,0,0
JoJOAtoE3,温小雅_Candy,温小雅_Candy:#尚九熙[超话]# [心]#尚九熙德云断头台# 不要回头 要一直往前走。20200814 南京到达 温小雅_Candy的微博视频  ,无,无,True,无,2020-10-11 21:50,尚九熙超话,60,0,1
JoJNLCGgZ,尚九熙_爱他数据站,"转发理由:#尚九熙直播# 期待九熙  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-11 21:47,Android,5,0,1
JoJNmeanz,兔子_人间不值得只有猫值得,兔子_人间不值得只有猫值得:真的太揪心了，我这一天心情起起落落的，九华去团综了然后呢，今天咋路透就没见过逗哏那群人，所以九华和九熙能碰面吗  ,无,无,True,无,2020-10-11 21:46,尚九熙何九华超话,10,0,0
JoJJREqP7,可以做雾面的啦AWESOME,可以做雾面的啦AWESOME:#尚九熙何九华[超话]# 你看看人家一语致死的 好歹得有个主吧 九华你也是一语致九熙死才一语致死啊 一天天的暴击太多了  ,无,无,True,无,2020-10-11 21:38,尚九熙何九华超话,4,0,1
JoJH11MXk,橙子君酱12138,橙子君酱12138:今日祈祷一件事九熙和九华别再合作了。史上粉丝拉偏架应该记上这一笔 别再合作  ,无,无,True,无,2020-10-11 21:31,爱秦霄贤的Android,1,0,2
JoJGFlPgu,到底是铜的还是草的呀,到底是铜的还是草的呀:虽然不知道尚九熙和何九华发生了什么，但是冲他现在这个倒霉发型我就得站九熙  ,无,无,True,无,2020-10-11 21:30,微博国际版,0,0,0
JoJDB6l5a,橙木纸_SHCJ,橙木纸_SHCJ:华哥你是不是也看节目看不下去，来给九熙找回场子啊！你瞧瞧九熙节目里的相声是不是忍不住为他捏把汗，老想给他递包袱或者翻一翻。撅他的台词我都帮你想好了“你不提我都忘了！你在节目里都熊成什么样儿了！” “没我在，你这断头台都下不了手啊”（跪求好消息，跪求熙华搭档！熙华熙华熙华！！！）  ,无,无,True,无,2020-10-11 21:22,尚九熙何九华超话,93,0,7
JoJDkiZEU,人生没有乐趣的豆包,人生没有乐趣的豆包:尚九熙实惨罢了，唉  ,无,无,True,无,2020-10-11 21:22,iPhone 11 Pro,0,0,0
JoJCHzccE,限定麻辣脆皮炸鸡,限定麻辣脆皮炸鸡:一个国庆实打实胖了七八九十斤肥着回成都做春熙路上最胖的女孩 成都  显示地图 原图 ,无,无,True,无,2020-10-11 21:20,iPhone客户端,2,0,0
JoJBBBnHh,未来可期_叶子,"转发理由://@给个乐听字幕组:#尚九熙[超话]##德云斗笑社# #尚九熙德云斗笑社# 来了！直播里能加个才艺不  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-11 21:18,HUAWEI Mate30 Pro 5G,0,0,0
JoJANlicX,空心儿酒-鬼,空心儿酒-鬼:九熙别回头！被狗咬了怎么还被狗追啊？  ,无,无,True,无,2020-10-11 21:16,OPPO R9s Plus,0,0,0
JoJzRbXfW,Midglesoliel_,"转发理由:举。。。举一反三//@给个乐听字幕组:#尚九熙[超话]##德云斗笑社# #尚九熙德云斗笑社# 来了！直播里能加个才艺不  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-11 21:13,本质妈粉Android,0,0,0
JoJxBkiUM,maya小镜子,"转发理由:明天喊七姑八姨一起看👀举一反三#尚九熙德云斗笑社#9c来一个举一反三啊 #德云斗笑社#   
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-11 21:08,iPhone客户端,0,0,0
JoJvq0iEM,Cassive_Roll,Cassive_Roll:#尚九熙[超话]##尚九熙德云断头台# sjx#尚九熙10.4开箱快乐# 📍 无锡东到达你从人群中走来 那么多人当中 我一眼就看到了你 仿佛我眼中只有你自己在那里小朋友不要怕，我们都在  原图 ,无,无,True,无,2020-10-11 21:02,尚九熙超话,38,0,6
JoJsFdFDw,我叫曹大方,我叫曹大方:行了吧~过了明天我能不能不再搜尚九熙的时候连带着SB了？  ,无,无,True,无,2020-10-11 20:56,iPhone客户端,0,0,0
JoJrw0Vqf,CuzSooooo,"转发理由:哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@德云社栾云平:第一个也是尚九熙画的？  
原始用户: 尚九熙
转发内容: 记·孟老师与周老师  [组图共2张] 原图 ",无,无,False,无,2020-10-11 20:53,iPhone客户端,0,0,0
JoJqeiikA,一个名字而已不用也罢,一个名字而已不用也罢:#尚九熙[超话]# [太阳]#尚九熙德云斗笑社# 男孩子在外面要保护好自己哥下回录节目不要穿大裤衩了🩳你都走光了🈲️快转 一个名字而已不用也罢的微博视频  ,无,无,True,无,2020-10-11 20:50,尚九熙超话,3,0,0
JoJpIADhJ,九制枉凝眉,九制枉凝眉:#尚九熙[超话]# [米奇比心]#尚九熙德云断头台#          喜乐有分享                 共度日月长  [组图共6张] 原图 ,无,无,True,无,2020-10-11 20:48,尚九熙超话,237,7,10
JoJplhhep,随遇而安_0404,"转发理由:哈哈哈哈哈哈哈哈哈已经开始生气了#尚九熙德云斗笑社#   
原始用户: 一罐百事儿
转发内容: #尚九熙[超话]# 灵感来自团综嫁铁锤和团建那两期：尚九熙——一个集钢铁直男和时尚买手于一身的企鹅🐧尚九熙原话：我比女孩儿还能逛！！看个乐呵就行别当真[doge]🚫二改二传，转载标明出处哟~  原图 ",无,无,False,无,2020-10-11 20:47,iPhone客户端,1,0,0
JoJox2hJR,诸葛麻辣小牛肉,诸葛麻辣小牛肉:看到九华去录团综了 心里有点感慨 我个人是不相信九熙会做什么错事 也不相信网上传九华的那些东西我关注好多人有偏九熙的 心疼熙熙 不想让他和九华再同台 并且指责九华 有偏九华的 觉得九华因为唯粉的事情被黑很无辜 开喷九熙唯粉 有相信熙华会回来的（其实我都不知道他们怎么坚持下去的）我是怎么想的呢 熙华是最合拍的搭档 如果能够心无芥蒂的回归当然是好的 但是我内心深处知道那是不可能的 无论是对谁 伤害已经造成了 或多或少这些东西会成为心里的伤疤 就算愈合 也会留下痕迹的 感情越深 这些问题一旦爆发就愈痛 无论是什么样的关系都是用情深的更痛 因为是成年人要成熟 可以表面上谈笑风生 但是心底里很多东西其实都已经变了 变了就是变了 回不到从前了 看了这些团综熙熙一直在和别人搭 怎么说呢我不懂相声 但是感觉熙熙状态不是特别的好 少了一味调料一样 熙熙和九华搭的时候 很放松有点开心的那种 可以肆无忌惮的随便抖包袱 一个逗哏有一个合拍的捧哏 真的就像天作之合 真的不容易碰 这个时候真的无比羡慕饼四 可能事情的真相不像网络传的那么不堪 分开可能只是因为一个很小很小的原因 可能只是因为我喜欢旅游而你喜欢宅在家 我喜欢麻辣拌你喜欢牛排吧总之爱会消失吧 可能大家已经坚持了很久都已经非常疲惫了 然后才走到分开这一步了 当我想要去看他们的时候 他们已经分开了 有点可惜的 没有在最好的时候去见他们 以后都不会再发关于这件事啦 除非他们回归啦 我还是想要保留一丝丝幻想啦 ,无,无,True,无,2020-10-11 20:45,iPhone客户端,0,0,0
JoJl8DDXw,云端上的小兔,云端上的小兔:#尚九熙[超话]#💗#尚九熙德云断头台#             且视他人之疑目如盏盏鬼火，                  大胆地去走你的夜路。                别怕，你身后有我们陪你[心]📷：@何柠七 🛠：me  原图 ,无,无,True,无,2020-10-11 20:37,尚九熙超话,15,0,2
JoJjBekD9,-小辣椒的小辣辣-,"转发理由:如果可以希望能和九熙同框说相声，哪怕只是在大家面前告一次别也好（我知道这个只是我的想法，但我希望给一次可以告别的机会）没别的意思，两个人都喜欢，只是一个小小的愿望🙏能不能实现都不重要  
原始用户: -是他的Hello吗
转发内容: #何九华[超话]# 🔚20201011团综录制大哥欢迎回家我们都在等你 -是他的Hello吗的微博视频  ",无,无,False,无,2020-10-11 20:33,iPhone 11(黑色),1,0,0
JoJh0ursS,爆笑无下限,爆笑无下限:【#德云斗笑社##秦霄贤# 尚九熙 周九良】德云男团体验过山车，九熙直接腿软，九良精神涣散，老秦绝了 爆笑无下限的微博视频  ,无,无,True,无,2020-10-11 20:27,微博网页,70,5,3
JoJdFDHPr,欣语馨源LUCK,欣语馨源LUCK:明天直播不知道九熙自己会不会谈九华（希望大家不要提，他们想说自然会说）九华13号南德开箱未必能出现在直播里（我觉得有可能）最后一期团综播出是在29号，看团综这两天就能录完了，如果直播和开箱二位都不再提对方，我们就只能看节目单知道他们到底还能不能在一起了，大麦15号出七队在南德19-25号节目单，22号出七队在新街口26-11月1号的节目单 ，如果他们明天直播合体吭声，就不用等节目单了，该庆祝就庆祝，该悲伤就继续磕 ,无,无,True,无,2020-10-11 20:19,尚九熙何九华超话,72,1,3
JoJatk34v,_Redamantia,_Redamantia:#尚九熙[超话]# [给你小心心]#尚九熙德云断头台# 愿你每走一步都坦坦荡荡，有我们一路同行这路就不会太遥远。“我是德云社的演员尚九熙，AKA德云断头台。”  原图 ,无,无,True,无,2020-10-11 20:11,尚九熙超话,11,0,0
JoJ8Eqd40,梓宅宅_Law,梓宅宅_Law:这一期九熙真的是笑死我了尚.透明.九.不参与群架.疑问.熙【弯腰彬彬有礼握手这一幕我死的够彻底的】  [组图共5张] 原图 ,无,无,True,无,2020-10-11 20:06,特拉男的Android,1,0,0
JoJ88jh63,胡同里的德云仙女小丫头,"转发理由://@德云尚九熙宇宙后援团:#尚九熙[超话]# #尚九熙德云斗笑社# 小园子or摄像大机，都会搬好小板凳听相声哒[打call] #尚九熙德云断头台#  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社#【吃个大褂】第三十一辑节目里说相声和在小园子说相声有什么区别听听师兄弟们@德云社栾云平 @烧饼DYS @我是老四曹鹤阳 @孟鹤堂 @张鹤伦 @杨九郎L @周九良 @尚九熙 @秦霄贤 是怎么想的腾讯视频德云斗笑社的微博视频  ",无,无,False,无,2020-10-11 20:05,坚果 Pro 3,0,0,0
JoJ6cfywk,铭铭铭喵呜,铭铭铭喵呜:看九熙的ins真的感觉好舒服，好治愈  ,无,无,True,无,2020-10-11 20:00,deidei喵～Android,0,0,0
JoJ66n9Pd,_熙望,_熙望:放过我们九熙吧！他的善良和懂事不该被利用啊！！！图源 @酒酿桃叽Oo-  原图 ,无,无,True,无,2020-10-11 20:00,唔呦呵的Android,1,0,1
JoJ3xrXGT,Qim晔子,Qim晔子:#尚九熙何九华[超话]#看了一场贤华的学满语和另一场熙华的论梦，原配搭档是真的默契度和配合感就让人很舒服，就单纯觉得原配还是好啊…看的我真的笑岔气，九华来录团综应该是会和九熙有互动的，毕竟都是同门师兄弟都是同事朋友，就算不是搭档了大家都还在一个单位上班，有猜测说官宣复合或官宣重新组合搭档之类的，但是在我看来吧，让外界知道他们就算是拆伙了也还是好朋友就足够了，各种阴谋论看的太气人了，我始终相信他们分开不是因为所谓的阴谋利益纷争 [组图共3张] 原图 ,无,无,True,无,2020-10-11 19:54,尚九熙何九华超话,6,0,1
